1081	334	14
1452	334	14
192	334	23
2128	335	4
1967	335	6
2904	335	7
759	335	7
2890	335	8
341	335	9
1059	335	9
1441	335	10
374	335	11
3671	335	12
3360	335	13
209	335	20
1751	335	23
1594	336	4
939	336	5
1549	336	6
2192	336	6
643	336	6
3414	336	8
2354	336	9
2329	336	9
3302	336	9
1397	336	13
3576	336	16
1552	336	18
3562	337	4
1318	337	4
2620	337	5
3528	337	5
3184	337	6
3277	337	7
1933	337	8
1167	337	8
1676	337	10
3648	337	12
3280	337	12
1333	337	13
161	337	13
1783	337	14
948	337	15
333	337	15
453	337	17
2627	338	5
3130	338	5
3100	338	5
2870	338	7
2894	338	7
722	338	8
652	338	8
1034	338	9
918	338	10
2451	338	11
2700	338	11
1133	338	11
256	338	13
2332	338	14
3317	338	15
812	339	5
29	339	6
1891	339	6
775	339	11
2299	339	11
1351	340	4
3545	340	4
2574	340	5
2699	340	6
254	340	9
365	340	12
311	340	12
3749	340	14
3602	340	15
844	341	4
377	341	4
3600	341	5
3139	341	5
2345	341	7
219	341	9
999	341	9
495	341	11
1577	341	15
856	341	18
987	341	27
828	342	4
1060	342	4
906	342	4
1784	342	4
3258	342	5
2420	342	5
3381	342	5
1800	342	6
651	342	8
2799	342	10
420	342	11
227	342	12
981	342	13
1833	342	13
2068	342	15
623	342	18
1230	342	22
3463	342	25
511	343	4
2055	343	5
2195	343	5
718	343	6
2629	343	8
1457	343	9
199	343	11
2129	343	12
2002	343	12
3722	343	12
3423	343	13
3131	343	17
3732	344	4
526	344	4
2749	344	7
1050	344	8
46	344	8
2147	344	9
967	344	9
1286	344	12
268	344	12
11	344	14
218	344	14
931	344	18
1001	344	23
2108	344	27
2409	345	5
2488	345	7
3475	345	7
2080	345	7
3232	345	8
1348	345	9
1782	345	10
175	345	11
265	345	11
1270	345	12
328	345	13
271	345	13
3217	345	17
3813	345	18
2861	346	4
3233	346	4
1753	346	4
1772	346	4
3090	346	4
2613	346	5
2854	346	6
974	346	7
1559	346	9
645	346	9
783	346	11
171	346	11
962	346	11
924	347	4
654	347	4
575	347	4
3088	347	5
3416	347	5
2678	347	7
3658	347	8
1200	347	9
1900	347	9
3019	347	12
2714	347	13
1455	347	15
2991	348	4
1426	348	4
2985	348	5
1979	348	5
588	348	5
776	348	6
1195	348	7
3480	348	7
474	348	7
933	348	8
403	348	8
1570	348	9
2092	348	10
1363	348	13
1761	348	14
2442	348	14
612	348	14
1699	348	22
743	348	26
3334	349	5
2524	349	5
1192	349	7
1525	349	7
2266	349	9
142	349	9
441	349	12
2999	349	13
2197	349	13
3003	349	13
1485	349	14
1557	349	16
1514	349	19
3260	349	20
1016	349	21
3400	349	23
3046	350	4
1617	350	4
3717	350	4
1789	350	4
3016	350	5
3107	350	6
207	350	8
1569	350	8
388	350	9
1555	350	10
409	350	11
863	350	13
97	350	14
2775	350	17
2216	350	25
